管内エリア,地区名,センター,燃えるごみ,燃えないごみ,プラ容,空ビン,ペットボトル,危険ごみ（乾電池）,危険ごみ（ボンベ等）,アルミ,白色トレー,拠点収集A,拠点収集B,資源物（三雲管内）,資源物（本庁管内）,ダンボール、古着類,新聞紙、雑誌・雑紙、牛乳パック,ペットボトル、蛍光管,白色トレー、アルミ缶、危険ごみ
嬉野管内,小原,宇気郷,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,,,,,,
嬉野管内,上小川,宇気郷,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,,,,,,
嬉野管内,上地,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,上竜王野,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,神ノ木台,豊地・天花寺西野,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,,,,,,
嬉野管内,釜生田,中郷,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,,,,,,
嬉野管内,川北,豊田,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,川原木造,豊田,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,黒田,中川,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,,,,,,
嬉野管内,黒田団地,中川,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,,,,,,
嬉野管内,黒田西,中川,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,,,,,,
嬉野管内,黒野,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,合ケ野,中郷,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,,,,,,
嬉野管内,小村,豊田,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,権現前,豊田,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,さつき苑,中川,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,,,,,,
嬉野管内,沢団地,豊田,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,算所,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,島田,豊地・天花寺西野,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,,,,,,
嬉野管内,下瀬古,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,下竜王野,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,下之庄,豊地・天花寺西野,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,,,,,,
嬉野管内,新田,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,須賀,豊田,月 木,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,金,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160412 20160426 20160517 20160531 20160614 20160628 20160712 20160726 20160809 20160823 20160913 20160927 20161011 20161025 20161108 20161122 20161213 20161227 20170117 20170131 20170214 20170228 20170314 20170328,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160419 20160524 20160621 20160719 20160816 20160920 20161018 20161115 20161220 20170124 20170221 20170321,20160406 20160510 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170110 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,須賀領,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,捨田,中原,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,,,,,,
嬉野管内,滝之川,中郷,月 木,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,火,,20160427 20160525 20160622 20160727 20160824 20160928 20161026 20161130 20161228 20170125 20170222 20170322,20160408 20160422 20160513 20160527 20160610 20160624 20160708 20160722 20160812 20160826 20160909 20160923 20161014 20161028 20161111 20161125 20161202 20161216 20170106 20170127 20170210 20170224 20170310 20170324,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160413 20160511 20160608 20160713 20160810 20160914 20161012 20161109 20161214 20170111 20170208 20170308,20160415 20160520 20160603 20160701 20160805 20160902 20161007 20161104 20161209 20170113 20170203 20170317,20160406 20160506 20160601 20160706 20160803 20160907 20161005 20161102 20161207 20170120 20170201 20170301,20160420 20160518 20160615 20160720 20160817 20160921 20161019 20161116 20161221 20170118 20170215 20170315,,,,,,
